t,y
0,18
0.000383518605089397,17.9668521186808
0.000767037210178793,17.8678020136939
0.00115055581526819,17.7040251731718
0.00153407442035759,17.4774637182311
0.00191759302544698,17.1908011088841
0.00230111163053638,16.8474272179185
0.00268463023562578,16.4513942501456
0.00306814884071517,16.0073641092342
0.00345166744580457,15.5205479307058
0.00383518605089397,14.9966386059293
0.00421870465598336,14.4417372166425
0.00460222326107276,13.8622743813142
0.00498574186616216,13.2649275824096
0.00536926047125155,12.6565355963945
0.00575277907634095,12.0440111853861
0.00613629768143035,11.4342532302243
0.00651981628651974,10.8340594891337
0.00690333489160914,10.2500411540301
0.00728685349669854,9.68854034809458
0.00767037210178793,9.1555516639249
0.00805389070687733,8.65664878203255
0.00843740931196673,8.19691713554696
0.00882092791705612,7.7808934998007
0.00920444652214552,7.41251328625006
0.00958796512723492,7.09506621037058
0.00997148373232432,6.83116088433095
0.0103550023374137,6.62269875909657
0.0107385209425031,6.47085770894972
0.0111220395475925,6.37608541611669
0.0115055581526819,6.33810257619209
0.0118890767577713,6.35591580829409
0.0122725953628607,6.42784001931443
0.0126561139679501,6.55152984114756
0.0130396325730395,6.72401963523845
0.0134231511781289,6.94177144193282
0.0138066697832183,7.20073014458562
0.0141901883883077,7.49638502168831
0.0145737069933971,7.82383677575486
0.0149572255984865,8.17786905652808
0.0153407442035759,8.55302343920336
0.0157242628086653,8.94367677657998
0.0161077814137547,9.34411981788631
0.0164913000188441,9.74863597680448
0.0168748186239335,10.1515791370308
0.0172583372290229,10.5474494054082
0.0176418558341122,10.9309657598884
0.0180253744392016,11.2971345917253
0.018408893044291,11.6413132075675
0.0187924116493804,11.9592674364906
0.0191759302544698,12.2472225782996
0.0195594488595592,12.5019070312658
0.0199429674646486,12.7205880483365
0.020326486069738,12.9010991891202
0.0207100046748274,13.0418591588637
0.0210935232799168,13.1418818533815
0.0214770418850062,13.2007775586015
0.0218605604900956,13.2187453831457
0.022244079095185,13.196557130305
0.0226275977002744,13.1355329399993
0.0230111163053638,13.0375091500725
0.0233946349104532,12.9047989378072
0.0237781535155426,12.7401464052745
0.024161672120632,12.5466748645691
0.0245451907257214,12.3278301598053
0.0249287093308108,12.0873199308186
0.0253122279359002,11.8290497778673
0.0256957465409896,11.5570573265097
0.026079265146079,11.275445216697
0.0264627837511684,10.9883140496574
0.0268463023562578,10.6996963202534
0.0272298209613472,10.4134923413039
0.0276133395664366,10.1334091302389
0.027996858171526,9.86290317796587
0.0283803767766154,9.6051279557628
0.0287638953817048,9.36288693935965
0.0291474139867941,9.13859284129218
0.0295309325918835,8.93423364444831
0.0299144511969729,8.75134592295647
0.0302979698020623,8.59099582279532
0.0306814884071517,8.45376795544206
0.0310650070122411,8.33976233530535
0.0314485256173305,8.24859936744183
0.0318320442224199,8.17943276798809
0.0322155628275093,8.13097017770386
0.0325990814325987,8.10150111083626
0.0329826000376881,8.08893176894039
0.0333661186427775,8.0908261440042
0.0337496372478669,8.10445273879354
0.0341331558529563,8.12683614619142
0.0345166744580457,8.15481265473656
0.0349001930631351,8.18508898568042
0.0352837116682245,8.21430321860147
0.0356672302733139,8.23908692866121
0.0360507488784033,8.25612753946571
0.0364342674834927,8.26222989149875
0.0368177860885821,8.25437603728117
0.0372013046936715,8.22978230062544
0.0375848232987609,8.18595267821152
0.0379683419038503,8.12072771660799
0.0383518605089397,8.03232806599405
0.0387353791140291,7.91939199219497
0.0391188977191185,7.78100622004136
0.0395024163242079,7.61672958214691
0.0398859349292973,7.42660905647422
0.0402694535343867,7.21118789190514
0.0406529721394761,6.9715056417304
0.0410364907445654,6.70909004873281
0.0414200093496548,6.42594085051718
0.0418035279547442,6.12450569807883
0.0421870465598336,5.80764850244665
0.042570565164923,5.47861064176637
0.0429540837700124,5.14096557264551
0.0433376023751018,4.79856749329133
0.0437211209801912,4.45549480037458
0.0441046395852806,4.11598916521889
0.04448815819037,3.78439112657601
0.0448716767954594,3.46507315580328
0.0452551954005488,3.16237119480527
0.0456387140056382,2.88051569693343
0.0460222326107276,2.62356321566776
0.046405751215817,2.39532958506775
0.0467892698209064,2.19932571963644
0.0471727884259958,2.03869702957915
0.0475563070310852,1.91616740087139
0.0479398256361746,1.83398862871029
0.048323344241264,1.79389611865362
0.0487068628463534,1.79707158309247
0.0490903814514428,1.8441133628821
0.0494739000565322,1.93501489636292
0.0498574186616216,2.06915174217725
0.050240937266711,2.245277439889
0.0506244558718004,2.46152836520585
0.0510079744768898,2.71543760642216
0.0513914930819792,3.00395775743175
0.0517750116870686,3.32349239220814
0.052158530292158,3.66993585791466
0.0525420488972474,4.03872090065298
0.0529255675023367,4.42487352108849
0.0533090861074261,4.82307434852157
0.0536926047125155,5.22772572300526
0.0540761233176049,5.63302358731107
0.0544596419226943,6.03303321522357
0.0548431605277837,6.42176774093178
0.0552266791328731,6.79326840712236
0.0556101977379625,7.14168541749352
0.0559937163430519,7.46135826331583
0.0563772349481413,7.7468943936491
0.0567607535532307,7.99324511494227
0.0571442721583201,8.19577763781658
0.0575277907634095,8.35034223645678
0.0579113093684989,8.45333354857984
0.0582948279735883,8.5017451205683
0.0586783465786777,8.49321639199821
0.0590618651837671,8.4260714152179
0.0594453837888565,8.29934871743547
0.0598289023939459,8.11282183338611
0.0602124209990353,7.8670101643847
0.0605959396041247,7.5631799526276
0.0609794582092141,7.20333529611437
0.0613629768143035,6.79019926758561
0.0617464954193929,6.32718533846458
0.0621300140244823,5.81835944399445
0.0625135326295717,5.26839315666132
0.062897051234661,4.68250855972206
0.0632805698397504,4.06641552943873
0.0636640884448399,3.42624224179127
0.0640476070499293,2.76845981546541
0.0644311256550187,2.09980208641656
0.0648146442601081,1.42718157909602
0.0651981628651974,0.75760279448495
0.0655816814702868,0.0980739746187028
0.0659652000753762,-0.544481473278557
0.0663487186804656,-1.16331270294174
0.066732237285555,-1.75192712496523
0.0671157558906444,-2.30417291795094
0.0674992744957338,-2.81431724251716
0.0678827931008232,-3.27711910341328
0.0682663117059126,-3.68789587732868
0.068649830311002,-4.04258261002914
0.0690333489160914,-4.33778328499471
0.0694168675211808,-4.57081337538864
0.0698003861262702,-4.73973311041506
0.0701839047313596,-4.84337101424991
0.070567423336449,-4.88133740896494
0.0709509419415384,-4.85402771033619
0.0713344605466278,-4.76261548520034
0.0717179791517172,-4.6090353791302
0.0721014977568066,-4.39595616167282
0.072485016361896,-4.12674427128597
0.0728685349669854,-3.80541837152524
0.0732520535720748,-3.43659555216109
0.0736355721771642,-3.02542992203101
0.0740190907822536,-2.57754444297645
0.074402609387343,-2.09895694474603
0.0747861279924324,-1.59600133800952
0.0751696465975217,-1.07524510555092
0.0755531652026111,-0.543404199432456
0.0759366838077006,-0.00725650379601683
0.0763202024127899,0.526444961424264
0.0767037210178793,1.0510579214555
0.0770872396229687,1.56013465514329
0.0774707582280581,2.04750260714475
0.0778542768331475,2.50734072910712
0.0782377954382369,2.93425053899339
0.0786213140433263,3.32332096558337
0.0790048326484157,3.67018613585956
0.0793883512535051,3.97107536516808
0.0797718698585945,4.22285472224252
